drive name,time,left_enc,right_enc,euler_x,euler_y,euler_z,mag_x,mag_y,mag_z,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
acceleration_sample_1,1595172316.332584,0,0,,,,,,,0.56,9.54,1.76,0.0625,-0.0625,0.0
acceleration_sample_1,1595172316.402525,0,0,,,,,,,0.56,9.6,1.75,0.125,-0.125,0.0625
acceleration_sample_1,1595172316.473111,0,0,,,,,,,0.55,9.58,1.77,0.25,-0.0625,0.0625
acceleration_sample_1,1595172316.543229,0,0,,,,,,,0.57,9.54,1.74,0.0625,0.125,0.0625
acceleration_sample_1,1595172316.613569,0,0,,,,,,,0.57,9.62,1.77,0.125,0.0625,0.0625
acceleration_sample_1,1595172316.683288,0,0,,,,,,,0.54,9.51,1.73,-0.3125,0.1875,-0.0625
acceleration_sample_1,1595172316.75328,0,0,,,,,,,0.55,9.63,1.75,0.0,0.0625,0.0625
acceleration_sample_1,1595172316.823299,0,0,,,,,,,0.57,9.57,1.75,-0.0625,-0.125,-0.0625
acceleration_sample_1,1595172316.893463,0,0,,,,,,,0.57,9.57,1.75,-0.125,-0.125,0.0
acceleration_sample_1,1595172316.964803,0,0,,,,,,,0.56,9.6,1.77,0.0,0.25,0.0
acceleration_sample_1,1595172317.034379,0,0,,,,,,,0.56,9.53,1.73,0.0,0.0625,0.0
acceleration_sample_1,1595172317.104528,0,0,,,,,,,0.55,9.61,1.77,0.0625,0.0625,-0.0625
acceleration_sample_1,1595172317.174038,0,0,,,,,,,0.56,9.53,1.74,0.25,-0.0625,0.0625
acceleration_sample_1,1595172317.244169,0,0,,,,,,,0.57,9.59,1.76,0.125,0.0,0.0
acceleration_sample_1,1595172317.31426,0,0,,,,,,,0.55,9.61,1.75,0.0,-0.0625,0.0625
acceleration_sample_1,1595172317.384319,0,0,,,,,,,0.56,9.53,1.74,0.0,0.1875,0.0625
acceleration_sample_1,1595172317.453917,0,0,,,,,,,0.54,9.62,1.77,0.0,0.0,0.125
acceleration_sample_1,1595172317.524466,0,0,,,,,,,0.56,9.51,1.75,0.125,0.25,0.0
acceleration_sample_1,1595172317.594486,0,0,,,,,,,0.55,9.62,1.75,-0.0625,0.125,0.0
acceleration_sample_1,1595172317.66452,0,0,,,,,,,0.57,9.55,1.76,-0.0625,-0.0625,0.125
acceleration_sample_1,1595172317.734425,0,0,,,,,,,0.55,9.54,1.74,-0.125,0.0,0.0625
acceleration_sample_1,1595172317.804481,0,0,,,,,,,0.56,9.62,1.78,0.0625,-0.0625,-0.0625
acceleration_sample_1,1595172317.874505,0,0,,,,,,,0.55,9.51,1.75,0.0625,-0.125,0.0
acceleration_sample_1,1595172317.944689,0,0,,,,,,,0.54,9.61,1.76,0.125,0.125,0.0
acceleration_sample_1,1595172318.014741,0,0,,,,,,,0.53,9.55,1.74,-0.125,0.1875,0.0
acceleration_sample_1,1595172318.084913,0,0,,,,,,,0.56,9.56,1.75,0.0,0.0,0.0
acceleration_sample_1,1595172318.155367,0,0,,,,,,,0.56,9.59,1.77,0.0,-0.25,0.0
acceleration_sample_1,1595172318.224905,0,0,,,,,,,0.56,9.52,1.74,-0.125,0.0,-0.0625
acceleration_sample_1,1595172318.295398,0,0,,,,,,,0.56,9.61,1.77,-0.1875,0.125,0.0625
acceleration_sample_1,1595172318.365351,0,0,,,,,,,0.55,9.55,1.75,0.0,0.1875,-0.0625
acceleration_sample_1,1595172318.435148,0,0,,,,,,,0.53,9.58,1.74,-0.125,0.0625,0.0625
acceleration_sample_1,1595172318.505496,0,0,,,,,,,0.55,9.59,1.76,-0.0625,-0.125,0.0
acceleration_sample_1,1595172318.575729,0,0,,,,,,,0.56,9.51,1.77,0.1875,-0.125,0.0
acceleration_sample_1,1595172318.645918,0,0,,,,,,,0.55,9.62,1.78,0.25,0.0625,0.0625
acceleration_sample_1,1595172318.71581,0,0,,,,,,,0.56,9.54,1.73,0.0625,-0.0625,0.0625
acceleration_sample_1,1595172318.785877,0,0,,,,,,,0.55,9.6,1.76,-0.0625,-0.125,0.0625
acceleration_sample_1,1595172318.85585,0,0,,,,,,,0.54,9.56,1.75,0.125,0.0625,0.125
acceleration_sample_1,1595172318.925845,0,0,,,,,,,0.55,9.56,1.76,0.0625,0.125,-0.0625
acceleration_sample_1,1595172318.99624,0,0,,,,,,,0.56,9.6,1.73,0.0,0.125,0.0
acceleration_sample_1,1595172319.066262,0,0,,,,,,,0.56,9.53,1.75,-0.0625,-0.0625,-0.0625
acceleration_sample_1,1595172319.136298,0,0,,,,,,,0.56,9.61,1.78,0.125,-0.0625,0.0625
acceleration_sample_1,1595172319.205928,0,0,,,,,,,0.54,9.53,1.76,-0.125,-0.1875,-0.125
acceleration_sample_1,1595172319.275961,0,0,,,,,,,0.56,9.58,1.77,0.0625,0.0625,0.0
acceleration_sample_1,1595172319.346658,0,0,,,,,,,0.56,9.6,1.77,0.0,-0.1875,0.0
acceleration_sample_1,1595172319.416801,0,0,,,,,,,0.56,9.52,1.76,0.0,-0.125,0.0625
acceleration_sample_1,1595172319.486911,0,0,,,,,,,0.56,9.62,1.73,0.0625,-0.125,0.125
acceleration_sample_1,1595172319.556521,0,0,,,,,,,0.56,9.52,1.73,-0.125,-0.0625,0.0
acceleration_sample_1,1595172319.626506,0,0,,,,,,,0.55,9.6,1.77,0.0,0.1875,0.0
acceleration_sample_1,1595172319.696529,0,0,,,,,,,0.55,9.56,1.74,0.0625,-0.0625,-0.0625
acceleration_sample_1,1595172319.767081,0,0,,,,,,,0.55,9.56,1.77,0.125,0.0,-0.0625
acceleration_sample_1,1595172319.837154,0,0,,,,,,,0.56,9.63,1.78,0.0,0.0,0.0625
acceleration_sample_1,1595172319.907614,0,0,,,,,,,0.53,9.6,1.74,0.1875,0.125,0.0
acceleration_sample_1,1595172319.977102,0,0,,,,,,,0.55,9.53,1.75,-0.0625,0.0625,0.0625
drive name,time,left_enc,right_enc,euler_x,euler_y,euler_z,mag_x,mag_y,mag_z,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
acceleration_sample_1,1595172496.100065,0,0,,,,,,,0.49,9.73,0.44,-0.125,0.25,0.0625
acceleration_sample_1,1595172496.169965,0,0,,,,,,,0.5,9.76,0.42,0.125,0.0,0.0
acceleration_sample_1,1595172496.239764,0,0,,,,,,,0.5,9.75,0.42,-0.125,0.0,0.0
acceleration_sample_1,1595172496.309279,0,0,,,,,,,0.52,9.77,0.44,-0.1875,0.125,0.0625
acceleration_sample_1,1595172496.379515,0,0,,,,,,,0.49,9.76,0.4,-0.125,-0.125,0.0
acceleration_sample_1,1595172496.449953,0,0,,,,,,,0.52,9.76,0.42,-0.1875,0.0625,0.125
acceleration_sample_1,1595172496.520162,0,0,,,,,,,0.5,9.79,0.45,0.125,0.1875,0.0625
acceleration_sample_1,1595172496.589836,0,0,,,,,,,0.51,9.77,0.44,-0.0625,0.125,0.0
acceleration_sample_1,1595172496.660369,0,0,,,,,,,0.52,9.74,0.43,0.0,0.125,-0.0625
acceleration_sample_1,1595172496.729896,0,0,,,,,,,0.52,9.75,0.41,0.1875,0.0,0.125
acceleration_sample_1,1595172496.799966,0,0,,,,,,,0.51,9.74,0.43,-0.0625,0.1875,0.0
acceleration_sample_1,1595172496.870135,0,0,,,,,,,0.49,9.76,0.42,-0.1875,-0.0625,0.125
acceleration_sample_1,1595172496.940307,0,0,,,,,,,0.5,9.75,0.42,0.0,-0.0625,-0.0625
acceleration_sample_1,1595172497.010373,0,0,,,,,,,0.51,9.77,0.42,0.0625,-0.0625,-0.125
acceleration_sample_1,1595172497.080542,0,0,,,,,,,0.5,9.76,0.4,0.375,0.0625,0.125
acceleration_sample_1,1595172497.150944,0,0,,,,,,,0.51,9.76,0.43,0.0625,-0.0625,0.0
acceleration_sample_1,1595172497.220734,0,0,,,,,,,0.51,9.76,0.43,-0.0625,0.0,0.0625
acceleration_sample_1,1595172497.291072,0,0,,,,,,,0.52,9.75,0.43,0.0,0.0625,-0.125
acceleration_sample_1,1595172497.360907,0,0,,,,,,,0.5,9.76,0.44,-0.0625,-0.125,0.125
acceleration_sample_1,1595172497.430584,0,0,,,,,,,0.51,9.77,0.39,0.125,0.0,0.125
acceleration_sample_1,1595172497.500894,0,0,,,,,,,0.49,9.76,0.44,0.0,-0.125,0.0
acceleration_sample_1,1595172497.571048,0,0,,,,,,,0.51,9.77,0.39,0.1875,0.0625,0.125
acceleration_sample_1,1595172497.641565,0,0,,,,,,,0.5,9.75,0.43,0.0625,0.0,0.125
acceleration_sample_1,1595172497.711859,0,0,,,,,,,0.51,9.73,0.4,0.0625,-0.1875,0.0625
acceleration_sample_1,1595172497.781639,0,0,,,,,,,0.51,9.74,0.42,0.0625,0.3125,0.0
acceleration_sample_1,1595172497.851851,0,0,,,,,,,0.52,9.76,0.43,-0.0625,0.0625,0.0
acceleration_sample_1,1595172497.92184,0,0,,,,,,,0.51,9.75,0.4,-0.1875,0.0,0.0
acceleration_sample_1,1595172497.991703,0,0,,,,,,,0.51,9.74,0.41,-0.1875,0.0625,-0.0625
acceleration_sample_1,1595172498.0619,0,0,,,,,,,0.51,9.75,0.43,-0.0625,-0.125,0.125
acceleration_sample_1,1595172498.131661,0,0,,,,,,,0.5,9.77,0.41,0.0,-0.0625,-0.0625
acceleration_sample_1,1595172498.201847,0,0,,,,,,,0.52,9.78,0.43,0.125,0.0625,0.0625
acceleration_sample_1,1595172498.27215,0,0,,,,,,,0.51,9.76,0.41,0.1875,0.0,0.0625
acceleration_sample_1,1595172498.342817,0,0,,,,,,,0.53,9.75,0.42,0.0625,0.1875,0.0
acceleration_sample_1,1595172498.41251,0,0,,,,,,,0.51,9.75,0.42,0.0,-0.0625,0.0625
acceleration_sample_1,1595172498.482431,0,0,,,,,,,0.53,9.73,0.42,0.0625,0.1875,0.0
acceleration_sample_1,1595172498.552682,0,0,,,,,,,0.51,9.76,0.44,0.0,0.25,0.0
acceleration_sample_1,1595172498.622538,0,0,,,,,,,0.53,9.75,0.46,-0.125,-0.25,0.0
acceleration_sample_1,1595172498.692794,0,0,,,,,,,0.5,9.68,0.39,0.0625,-0.0625,0.0625
acceleration_sample_1,1595172498.762449,0,0,,,,,,,0.49,9.75,0.45,-0.125,0.0,-0.0625
acceleration_sample_1,1595172498.832703,0,0,,,,,,,0.5,9.77,0.42,-0.0625,-0.0625,0.0
acceleration_sample_1,1595172498.903877,0,0,,,,,,,0.5,9.75,0.43,0.125,-0.0625,0.125
acceleration_sample_1,1595172498.974169,0,0,,,,,,,0.5,9.74,0.44,0.0625,-0.125,0.0
acceleration_sample_1,1595172499.044344,0,0,,,,,,,0.49,9.74,0.42,0.1875,-0.1875,0.125
acceleration_sample_1,1595172499.114554,0,0,,,,,,,0.51,9.75,0.39,0.125,-0.125,0.0625
acceleration_sample_1,1595172499.185257,0,0,,,,,,,0.5,9.76,0.42,0.0625,0.1875,0.0625
acceleration_sample_1,1595172499.255,0,0,,,,,,,0.5,9.74,0.43,-0.125,-0.25,-0.0625
acceleration_sample_1,1595172499.324887,0,0,,,,,,,0.51,9.74,0.44,0.1875,0.1875,-0.0625
