drive name,time,left_enc,right_enc,euler_x,euler_y,euler_z,mag_x,mag_y,mag_z,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
sample_drive_3,2020-05-31 08:12:26.926273,0,0,39.5,0.4375,91.25,-0.6875,-8.75,18.5625,0.05,9.61,-0.33,0.0,0.125,-0.1875
sample_drive_3,2020-05-31 08:12:28.939445,38,-37,57.0625,0.0,91.375,3.5625,-6.1875,9.6875,0.24,9.59,-0.16,-2.9375,-16.125,-2.1875
sample_drive_3,2020-05-31 08:12:30.951000,125,-124,103.25,-1.0,90.4375,12.0,-8.5,-4.5625,0.27,9.5,-0.21,0.6875,0.875,3.5625
sample_drive_3,2020-05-31 08:12:32.962668,246,-243,158.0625,-0.9375,89.3125,3.875,-13.75,-12.375,3.06,8.7,-0.91,-8.25,-124.1875,-3.5
sample_drive_3,2020-05-31 08:12:34.974153,345,-341,200.0,-0.25,89.375,-6.6875,-17.5,-12.375,0.21,9.44,0.27,-2.375,-135.625,-10.8125
sample_drive_3,2020-05-31 08:12:36.989951,513,-511,282.8125,1.5,91.25,-14.375,-11.875,5.6875,0.26,9.59,-0.38,0.0,0.125,0.0
sample_drive_3,2020-05-31 08:12:39.005593,425,-424,238.8125,1.8125,90.3125,-25.6875,-18.5,6.5625,0.23,9.64,-0.16,0.0,0.125,0.0
sample_drive_3,2020-05-31 08:12:41.021647,249,-250,150.3125,0.875,90.0,4.0625,-10.0,-11.25,0.02,9.62,-0.12,0.0,-0.0625,-0.0625
sample_drive_3,2020-05-31 08:12:43.032906,-13,11,16.375,0.9375,90.25,7.1875,-0.6875,13.375,0.07,9.62,-0.35,0.0625,0.0,0.0
sample_drive_3,2020-05-31 08:12:45.050720,-13,11,16.6875,0.5625,91.5,7.1875,-0.25,12.25,0.06,9.6,-0.35,-0.0625,-0.1875,-0.125
sample_drive_3,2020-05-31 08:12:47.068170,-13,11,16.6875,0.5625,91.5,7.5625,-0.25,13.75,0.05,9.62,-0.36,-0.0625,-0.0625,0.0
sample_drive_3,2020-05-31 08:12:49.083977,-13,11,16.6875,0.5625,91.5,8.375,-1.0625,12.6875,0.06,9.61,-0.36,0.0,-0.125,0.125
sample_drive_3,2020-05-31 08:12:51.100331,-13,11,16.6875,0.5625,91.5,7.1875,-1.0625,12.25,0.09,9.62,-0.34,0.0625,0.0,-0.0625
sample_drive_3,2020-05-31 08:12:53.116891,-13,11,16.6875,0.5625,91.5,6.875,-0.25,12.6875,0.05,9.61,-0.32,0.0625,0.0625,-0.0625
sample_drive_3,2020-05-31 08:12:55.134125,-13,11,16.6875,0.5625,91.5,8.6875,-0.6875,13.0,0.05,9.62,-0.35,0.0,-0.125,0.0
sample_drive_3,2020-05-31 08:14:12.362692,0,0,16.6875,0.5625,91.5,-5.0625,-7.5625,22.75,0.07,9.6,-0.36,-0.125,0.0,0.125
